IDALU,SEXO,ESTUDIMARE,ESTUDIPARE,GUARDERIA,REPITE,TESTUDIO,AYUDAPADRES,SINAYUDA,MARGINADO,SOCIABLE,INTEGRADO,INCOMODO,SOLO,ACOSADO,ISEC,MediaLengua,MediaMates,mediaFisica,MediaSYC,CAEBIEN
23191,2,5,3,1,1,3,0,1,1,3,3,2,1,1,0.28724,586.8853894,589.4351596,698.369434,501.0072568,1
1942,2,6,5,2,0,3,0,1,2,3,3,2,2,2,0.03136,582.0170992,629.4293,677.1554072,615.337241,1
8062,1,8,8,3,0,4,0,0,1,3,2,1,1,1,0.02336,387.2631678,362.0181386,327.830213,436.560385,0
25974,1,2,2,1,1,3,1,0,1,3,4,1,1,1,1.05191,536.743169,481.9229688,575.095972,505.6049898,1
11805,2,8,1,2,1,2,0,1,1,3,3,2,1,1,1.81735,526.4967146,481.8399368,591.5838794,444.110686,1
2131,1,6,6,1,1,3,0,0,1,4,4,1,1,2,0.23381,484.4164626,544.0167266,479.3715734,438.251366,1
23958,2,6,6,3,1,3,0,0,1,3,3,1,1,1,-1.51819,480.7043926,415.763377,433.396738,374.0428196,1
19624,2,4,6,5,0,3,1,0,1,3,4,1,1,1,0.73644,557.1304664,426.1298328,598.436566,505.1797628,1
27986,1,6,5,2,1,3,0,0,1,3,4,1,1,2,-0.37127,551.114792,587.08698,531.121618,618.0425816,1
6868,1,6,9,3,0,2,0,1,1,3,3,2,2,2,-1.18621,354.4591586,,341.3816294,426.8983274,1
5543,1,4,8,2,1,3,0,1,1,3,3,1,1,2,0.63781,590.4291494,,555.652902,,1
28092,2,6,4,1,0,9,0,0,1,2,3,1,1,1,0.57034,423.2763682,336.6222848,356.0087146,387.4847892,1
22732,2,6,7,3,1,2,0,1,1,3,3,1,1,1,-1.18621,624.2182472,569.9828218,547.8406768,683.0947066,1
14574,1,1,2,3,1,3,1,0,1,4,4,1,1,1,0.82106,492.0366538,518.3560518,397.9664632,497.8367604,1
14041,2,7,4,2,0,3,0,0,1,4,4,1,1,1,-0.37127,513.1717536,451.5659516,529.9803782,459.4327436,1
8994,2,1,1,2,0,3,1,0,1,3,3,1,1,1,0.11598,547.5727898,416.7032752,438.6981496,,1
2005,2,3,3,2,1,3,0,1,1,4,4,1,1,2,0.03136,594.20024,622.3773078,484.1034164,668.2038358,1
4658,2,7,4,3,1,3,0,1,1,4,4,1,1,1,0.03136,511.2047754,537.5325128,560.2539114,628.356814,1
13185,2,8,8,4,1,3,0,1,1,4,4,1,1,4,0.19783,431.8713474,414.3880158,464.1612204,474.762272,1
24639,1,6,8,6,0,5,0,1,2,3,3,2,1,1,-1.44739,445.500999,442.0244722,433.950672,445.8113626,1
5651,2,2,2,2,1,1,0,1,1,3,3,1,1,1,1.46284,459.8414702,425.8334414,465.7554526,443.2798308,1
2775,2,1,1,1,1,2,0,1,1,4,4,3,1,2,1.81735,626.3814296,564.555604,628.3123262,536.866776,1
8436,2,8,6,3,1,2,0,1,1,3,3,1,1,1,-0.78357,583.7391188,577.7905978,585.839262,578.8324732,1
1795,1,2,4,3,1,3,1,0,1,3,3,1,1,1,1.46284,576.5159912,631.2508526,703.2274436,605.2540762,1
4481,2,6,8,1,0,3,0,1,1,4,4,1,1,1,-1.04475,541.8390692,540.7485402,552.18488,460.2716734,1
4835,1,4,4,2,1,4,0,0,1,4,4,1,1,1,0.62502,494.8588264,497.5067476,659.1341224,357.271915,1
318,2,8,8,6,1,2,1,0,3,2,2,3,3,3,1.30398,495.0819654,439.8063422,587.6876234,514.0192212,0
11785,1,4,6,3,1,5,0,1,1,4,3,1,1,1,-0.47172,331.293585,363.2149934,459.1609242,524.6882892,1
16174,1,8,8,2,0,3,0,1,1,3,3,1,3,1,-0.77347,445.110446,513.116713,386.0011348,503.8788196,1
11104,1,3,8,2,1,3,0,1,1,3,3,1,1,1,-0.37127,496.1959722,548.2916164,457.9937812,593.307913,1
5918,1,8,3,1,0,4,1,0,1,3,3,2,1,1,0.62502,497.4482614,495.134417,470.3817628,539.8019612,1
27699,1,4,3,3,1,2,0,1,1,3,3,2,1,1,0.38193,702.269032,602.1162676,689.4565384,673.2573622,1
22420,1,6,1,3,1,3,0,1,1,3,3,1,1,1,1.81735,633.8428514,628.6996084,587.785298,564.969255,1
24719,1,3,3,2,1,2,1,0,1,4,4,1,1,3,0.99233,657.4941088,487.5994218,562.9747068,722.7719836,1
11751,1,6,6,2,1,2,1,1,1,3,4,2,1,1,-0.78357,527.309914,470.360219,540.0230106,630.4516704,1
9534,1,8,8,3,0,1,0,0,1,3,3,2,1,1,-1.23471,461.4587378,485.4636372,491.4320432,401.1000598,1
24766,1,6,2,3,1,2,0,0,1,4,3,1,1,2,1.12506,569.3994694,566.6457376,596.6070972,606.1018612,1
3217,2,7,6,3,1,2,0,0,1,3,4,1,1,1,-0.77528,473.252098,494.8049512,480.6641748,598.9651848,1
4162,1,8,8,2,1,3,1,0,1,3,3,1,1,1,0.69053,345.4064008,,303.9831538,,1
2693,2,2,3,2,1,2,1,0,1,3,4,1,1,1,1.46284,600.2636876,627.932377,697.4922422,623.3105836,1
2701,1,2,9,2,1,2,1,0,1,4,4,1,1,1,1.11227,483.442359,577.9215296,450.2049476,459.211938,1
19395,1,4,7,1,1,2,1,0,1,4,4,1,1,1,0.97559,588.0012528,495.197126,605.3594182,546.9330628,1
13869,2,9,9,9,0,2,1,0,1,4,3,2,1,1,-0.59103,406.3618182,399.3297286,390.8237036,250.2382396,1
20523,1,6,4,3,1,4,1,0,1,3,3,1,1,1,-0.7822,626.0016816,541.1069742,656.2883726,625.593638,1
15734,2,9,6,3,0,2,0,1,1,4,4,1,1,1,-0.78887,629.9401842,467.527514,603.2489686,672.829268,1
5392,2,4,7,5,0,2,0,1,1,3,3,1,1,1,-1.11419,526.1282416,520.1985194,535.0347352,638.5999808,1
11505,2,1,3,3,1,4,1,0,1,4,4,1,1,1,1.46284,572.7070052,593.6621188,685.9846262,578.6216494,1
15966,1,2,6,1,1,4,1,1,1,4,4,1,1,1,0.81276,439.3956698,583.1508458,486.8492482,465.3393798,1
15398,2,1,1,3,1,5,0,1,1,4,4,1,1,1,1.40642,455.4787562,447.2356,454.2950846,490.2987718,1
21058,2,5,6,1,0,3,0,0,3,3,2,2,3,1,-1.52512,300.2315122,450.9765336,464.1630128,389.5744036,1
19387,1,8,8,2,1,3,0,1,1,3,3,1,1,1,0.35133,416.945839,426.1052786,445.8527416,524.4865846,1
12534,1,8,8,3,1,4,0,0,1,4,3,1,1,1,0.03081,495.793701,471.7882828,508.8496696,469.6975754,1
6484,2,4,5,3,0,3,1,0,1,1,1,1,1,1,0.56466,424.091384,480.9445218,518.7427768,302.271512,1
24762,2,6,6,2,1,2,0,1,1,3,4,1,1,1,-0.77528,,593.16056,479.2807682,530.551263,1
26980,2,4,4,1,1,3,0,1,1,4,4,1,1,1,0.03136,545.8383706,536.196631,501.063416,516.9470112,1
10881,1,4,6,1,0,2,1,0,2,3,3,2,2,1,-0.37127,462.0046944,397.7516632,437.150087,488.8102552,1
23833,2,4,8,2,1,4,1,0,1,3,3,1,1,1,0.03136,485.64099,469.9465222,,547.9927668,1
13671,2,7,6,3,0,1,0,1,1,4,4,1,1,1,-0.77528,540.2431956,374.6572802,542.0868392,573.1752998,1
15213,2,1,1,2,1,2,0,0,1,3,3,2,1,1,1.47958,614.6024906,598.8350856,539.1245168,605.283291,1
10927,2,2,2,3,1,4,1,0,2,3,3,3,2,3,0.86918,480.4893696,379.3202066,488.9638034,610.6984982,1
8014,2,2,6,1,1,3,1,0,1,4,4,1,1,1,1.46284,546.5697968,525.1057468,556.254826,514.0092892,1
25823,1,4,4,1,1,5,0,1,1,4,4,1,1,1,0.38193,628.8254202,544.957858,565.2293076,572.7389882,1
9054,2,8,8,3,1,2,0,1,1,4,4,2,1,3,0.47235,,,441.7747054,503.7041676,1
21904,1,3,6,3,1,2,1,0,2,3,3,2,2,2,0.03136,559.7429796,415.1196802,429.308332,541.0492668,1
21002,1,6,6,2,0,4,0,0,2,4,3,3,2,1,-1.09681,544.0498276,416.1129852,502.9140476,530.983892,1
9995,1,8,8,1,1,3,0,1,1,4,4,1,1,1,0.08774,619.3540438,640.2740368,683.492295,658.7512188,1
10712,1,6,6,2,1,3,0,0,2,4,4,1,1,2,-0.37264,588.649852,559.483515,592.045871,551.776674,1
3234,1,8,8,9,0,2,0,1,3,2,2,3,4,2,-1.03506,599.3467236,499.7394836,510.4925252,481.2678636,1
20157,2,6,5,5,0,1,0,0,2,2,3,3,2,2,-0.0207,313.185634,431.6058466,370.5108636,462.5965046,1
28480,2,1,8,1,1,5,0,1,1,4,4,1,1,1,1.46284,589.05012,485.6999846,681.1775326,633.801108,1
7263,1,4,4,3,1,3,1,0,1,4,4,1,1,1,-1.11419,470.0194906,543.9508254,465.2961958,489.0329618,1
10850,2,8,8,2,0,1,0,1,1,4,4,1,1,1,-0.44043,381.2008372,396.8598964,437.8333566,372.1572804,1
25236,1,6,6,1,0,1,0,1,2,3,2,2,2,1,0.22102,588.2079578,596.6725992,614.999493,629.7894322,0
877,1,8,8,3,1,3,1,0,1,4,4,1,1,1,-1.01424,423.9867488,509.5757936,434.8451966,466.3458126,1
11599,2,6,8,2,0,4,1,0,1,3,3,2,3,1,-0.17712,506.2695184,510.1235124,389.9285662,450.6175188,0
254,1,6,6,3,1,2,0,0,1,4,4,9,1,1,-0.78357,,363.6929916,504.693322,422.5060754,1
7994,1,6,6,1,1,2,0,1,1,3,3,1,2,1,-0.07019,576.8396764,535.770205,455.4940128,515.6575238,1
9824,1,8,1,2,1,3,1,0,1,4,4,1,1,4,0.86918,513.5322772,484.3576926,502.8632804,480.2026332,1
19868,1,8,8,1,1,4,1,0,2,4,3,3,2,3,-1.14904,435.1983138,507.6614788,384.386586,447.0651266,0
19968,1,6,7,1,0,3,1,0,1,4,4,2,1,2,-0.18991,545.009649,507.8242212,539.549801,518.8202822,1
11458,2,8,8,4,1,3,0,1,3,3,2,2,2,2,-0.38893,357.779439,520.9122734,450.8686704,273.5557686,1
18980,1,4,2,2,1,2,0,0,1,3,3,1,1,1,0.11598,594.7249964,360.271946,520.8418138,532.4622236,1
20481,2,8,7,3,1,4,0,0,1,4,4,1,1,1,-1.06403,503.7124146,462.0157652,513.9281068,497.4239682,1
14714,1,1,4,1,1,4,0,1,1,3,3,2,2,2,1.05191,728.2368782,537.76061,635.362883,566.429554,1
11683,1,5,3,3,0,1,1,1,1,4,4,1,1,1,0.73644,481.6793622,,447.966376,,1
11232,2,1,1,1,1,2,0,1,2,3,3,2,2,2,1.81735,623.0392836,715.1821772,623.2611878,679.762912,1
4973,1,8,1,1,0,4,1,0,1,3,3,2,1,1,0.80877,554.0372294,513.0670842,425.4512142,580.3143706,1
24292,1,4,4,1,1,3,1,0,2,2,2,2,1,3,0.99233,564.253516,480.4525942,432.3561936,613.0517884,1
20486,2,6,6,2,0,3,1,0,1,3,3,1,1,1,-0.37264,554.4430258,472.7506704,573.7336668,527.8319964,0
3293,2,4,8,1,1,2,0,0,1,3,2,1,1,2,0.38193,369.1996068,,425.934573,,0
23033,2,3,5,3,1,4,0,0,1,3,3,2,1,1,0.03136,530.6192436,417.6364672,655.2700194,511.4710466,1
24983,1,4,4,4,1,3,0,1,2,4,4,2,2,2,-0.37127,500.5328328,,494.8823338,,1
9388,2,6,6,3,0,2,0,1,1,4,4,1,1,1,-1.51819,532.2438742,461.7048328,590.8795156,518.1986102,1
1161,2,6,4,3,0,3,0,0,1,4,4,1,1,1,0.62502,584.5194414,652.2630516,580.6196934,531.6179022,1
12973,1,4,9,1,1,3,0,1,2,3,2,3,3,3,-0.43163,432.8344608,410.240309,473.8030208,481.473924,1
7928,1,1,3,3,1,2,1,0,1,3,4,1,1,1,1.81735,703.9088324,535.5805616,650.9116632,585.137478,1
1457,2,8,8,3,0,1,0,0,1,3,4,2,2,4,-2.03065,422.0768788,490.7013278,479.0470376,511.281325,0
4256,1,4,4,3,1,5,0,0,1,4,4,1,1,1,0.28724,579.9724804,557.7084874,539.1273478,443.0367118,1
20383,1,5,3,1,1,4,1,0,1,2,4,2,1,1,0.73644,616.977701,511.7206784,511.5755246,589.537313,1
12078,2,6,6,1,1,3,1,0,1,4,4,1,1,1,-1.11556,553.690642,529.5877802,506.3650782,586.3571738,1
10868,2,5,4,2,0,1,0,1,1,3,3,1,2,3,-0.01626,348.5066326,384.2697836,506.7566326,349.0966106,0
13275,2,8,8,2,0,2,0,0,1,4,4,2,1,1,-1.77503,339.0568558,383.9238866,401.8253914,440.1117838,1
12354,1,2,1,3,0,4,1,1,1,3,4,2,1,1,1.47958,543.2692316,557.2835724,521.2256158,668.6124214,1
11786,1,1,1,9,0,9,1,0,1,4,4,1,1,1,-0.98476,306.5936908,409.1178582,271.229412,348.0122426,1
22631,1,8,2,2,0,3,0,1,1,3,4,1,1,1,1.11227,433.3241704,339.7487066,305.5210584,479.38368,1
17422,2,5,6,2,1,2,0,1,3,2,3,2,1,1,-0.04709,536.1288988,598.7071082,542.8481284,590.9839786,0
23159,2,8,8,6,1,1,0,1,1,1,1,1,1,1,-0.10825,413.9399536,553.3680672,387.6912982,308.771168,0
731,1,3,2,3,0,2,1,0,1,4,4,1,1,1,1.22935,411.8723688,506.477748,418.5811876,465.9220106,1
2242,2,7,7,3,1,3,1,0,1,2,2,2,2,4,-2.62051,473.386799,585.19557,489.2416798,391.6440136,1
19729,1,8,8,3,1,2,0,1,1,4,4,1,1,1,-0.27272,651.9804994,652.7543656,592.951708,662.134611,1
13766,1,6,8,3,1,4,1,0,2,2,3,2,2,1,-0.433,555.8253958,547.46052,592.7723934,577.1538408,1
25034,1,3,3,2,1,3,1,0,1,3,3,1,1,1,-1.7863,398.4522034,422.6720814,320.2048752,426.3095558,1
10962,1,4,8,2,1,3,1,0,2,3,3,3,2,2,-1.38367,436.506085,487.784732,554.710687,547.3598424,0
28801,1,4,4,2,1,3,1,0,1,4,4,1,1,1,0.62502,595.0024574,561.1463084,558.8306724,561.8326462,1
11493,2,6,6,3,1,2,1,0,1,2,2,3,3,4,-0.433,520.413436,519.7669662,632.8228252,519.8602262,0
23854,2,6,6,5,0,2,0,0,1,4,4,1,1,1,-0.42471,414.4260944,410.7252686,455.2470732,431.9733954,1
13361,1,1,1,3,1,5,1,1,1,4,4,1,1,1,1.40642,692.4813662,486.9262122,568.3883088,696.509404,1
29054,2,3,5,2,0,2,1,0,1,4,4,1,1,1,0.38193,364.8734248,447.08665,493.485573,544.0098472,1
6047,2,6,6,3,0,3,1,0,1,4,4,1,1,1,-1.44739,457.4924416,438.358928,522.1283282,589.0863472,1
6362,1,6,4,3,1,4,1,0,1,3,3,2,2,1,-0.0207,,491.8103032,466.2596378,409.3105462,1
834,2,7,9,3,0,2,1,0,1,3,3,3,1,1,-2.13877,397.90563,474.0524932,389.6255616,453.79621,1
27530,1,6,7,5,1,2,0,1,1,3,3,3,2,1,-0.78357,292.9444154,402.7113192,342.6046666,320.952311,1
17560,1,5,5,3,1,3,0,1,1,4,4,2,1,1,-0.7822,608.8515746,340.5748194,553.7778878,489.6664902,1
12997,2,6,6,3,1,3,0,1,1,4,4,3,2,1,-0.37264,513.8926036,570.263011,573.7427492,505.5934122,1
20210,1,6,6,3,0,2,0,1,1,3,3,1,1,1,-1.11556,,,450.9368508,498.682053,1
23063,2,7,7,3,1,3,1,0,1,3,2,2,2,1,-1.06403,401.8252498,462.9904086,470.5742676,496.373711,1
13378,2,4,4,1,1,2,0,1,1,4,4,1,1,1,-0.45567,377.2533398,506.99195,408.0467698,314.4479442,1
14508,1,3,3,2,1,4,0,0,1,4,4,1,1,1,-0.37957,512.8128478,493.7064172,459.3281726,517.7765758,1
23176,1,6,6,1,1,2,1,0,1,3,3,1,1,1,-0.77528,595.8002872,576.598258,561.501288,503.0716302,1
24732,1,4,4,3,1,3,0,0,1,3,4,2,1,1,-0.029,472.8493736,431.063563,488.2509226,564.777752,1
14883,1,6,6,2,0,2,1,0,2,3,3,2,2,2,-1.18621,546.1672438,,529.235039,,1
22418,2,1,1,2,1,3,1,0,1,3,4,1,1,2,1.14524,628.5911554,673.8481046,483.0039154,512.313412,1
2426,2,8,6,1,0,2,0,0,1,4,4,1,1,1,-0.77528,466.914732,468.7854874,376.841502,325.993858,1
8309,2,4,1,2,1,2,0,1,1,4,4,1,1,2,1.47958,446.4422376,786.9168246,614.3013816,643.4639728,1
7356,1,8,8,3,1,2,0,1,1,3,4,1,1,1,0.41127,432.865191,524.3695024,506.3055312,484.190117,1
27307,2,4,4,3,0,1,0,1,1,3,4,1,1,4,-0.37127,398.6815236,416.1746942,325.7657882,370.2790888,0
1190,1,1,1,3,1,5,1,0,3,3,3,2,3,1,0.82106,475.3676178,519.8994458,562.8040492,553.6566934,1
19905,1,6,6,1,1,2,0,0,1,3,3,1,1,1,-1.18621,312.3354924,486.0249438,347.1280258,277.9370444,1
21461,2,5,1,3,0,1,0,1,1,4,4,1,1,1,0.82106,511.6368934,542.5068674,501.108065,491.1173876,1
17164,2,3,2,2,1,2,1,0,2,3,3,2,2,3,1.40642,489.612091,494.145107,529.2915286,490.2668272,1
23429,2,2,2,5,1,3,1,0,1,3,3,1,1,2,0.86918,449.791531,420.677506,507.4743172,433.8293398,1
27822,1,6,9,1,1,4,1,0,1,4,4,1,1,1,0.9261,453.1516642,425.463707,356.439753,372.595243,1
15630,1,6,7,3,0,2,0,0,1,4,4,1,1,4,-1.51819,407.5404656,453.3870008,407.1033884,458.8450744,1
16566,1,4,5,2,1,5,1,0,1,4,4,1,1,1,0.28724,484.8374756,588.0764164,520.2725142,514.8215404,1
23058,2,1,5,3,1,4,1,0,1,4,4,1,1,1,1.46284,369.7534552,449.238386,449.0602252,454.5986638,1
11701,2,6,6,3,1,2,0,1,1,3,4,1,1,1,-0.78357,562.2587452,493.1685688,598.6761594,526.9791506,1
6049,2,6,6,1,1,3,0,0,1,4,4,1,1,1,-0.52769,598.248403,532.4412524,486.6054834,566.8560662,1
5822,2,3,5,3,0,9,0,0,2,4,4,2,1,1,0.63781,427.7926276,509.1572384,532.2731104,590.9878938,1
16915,1,1,6,4,1,3,0,1,1,3,1,1,1,1,0.86918,458.2953642,564.5639768,519.394042,465.1031354,1
20994,2,7,7,3,0,2,0,1,1,4,1,1,1,1,-1.46666,340.5307464,301.8681098,370.221035,220.236845,1
12634,1,6,6,2,0,2,1,0,1,3,4,1,1,1,-1.52649,392.9722174,343.9215302,413.8131404,312.371921,1
17465,2,3,6,1,1,4,1,0,1,3,4,1,1,4,0.63781,426.5606186,449.241086,591.3459078,453.7743252,1
25918,1,1,1,3,1,3,1,0,1,4,4,2,1,1,1.22369,511.7444958,462.1937352,482.0944526,520.918305,1
11423,2,1,1,3,1,2,0,1,1,3,4,1,1,1,0.47099,565.993293,508.885522,644.2881732,545.6831978,1
28812,1,6,7,1,1,4,1,0,1,2,3,1,1,1,-0.77528,565.2798104,471.1948224,575.7735828,541.4702604,1
13934,1,6,6,6,0,2,0,0,2,3,3,1,1,1,-0.11676,496.2582082,594.924162,435.3041002,497.8424416,0
19726,1,6,6,2,1,5,1,0,1,3,4,1,1,1,-0.1822,472.8491378,,462.8049754,,1
2570,1,6,6,3,1,3,1,0,1,4,4,1,1,1,-0.60739,579.5593216,412.7882136,548.9964256,404.6451242,1
7749,1,2,3,2,1,4,1,0,1,3,3,1,1,1,0.51861,606.531284,549.051304,511.6420498,543.809855,1
13610,1,5,6,2,1,5,0,0,1,4,4,1,1,1,-0.37127,477.3810634,530.2825448,517.5509886,498.0339278,1
14085,1,1,1,1,1,3,1,0,1,3,4,1,1,1,1.81735,610.8450206,643.5870274,613.738983,632.5308456,1
12152,2,8,8,3,0,4,0,1,2,3,3,2,2,1,-0.93605,357.0138818,532.6628768,418.1132918,505.8171794,0
16556,1,4,8,3,0,2,1,0,1,3,3,1,1,1,-0.37957,544.2324778,520.249384,522.8911476,526.5582028,1
28943,2,1,1,5,1,2,1,0,2,2,3,2,2,1,1.22369,535.1926678,469.7729792,513.2264428,579.8679044,1
7141,1,6,7,4,0,2,1,0,1,3,1,1,1,2,-1.18621,449.8123438,391.322513,491.9066162,501.8126962,1
25066,1,8,9,2,1,3,1,0,2,3,3,1,1,1,0.69711,512.5517398,493.7375906,463.9698962,514.8284408,1
270,1,2,2,3,1,2,1,0,2,3,4,1,1,1,1.81735,686.6194482,691.0677812,,638.004084,1
24355,1,6,4,3,1,4,0,0,1,3,3,2,1,1,0.03136,503.7014938,638.5115276,615.8755818,493.6277228,1
8832,2,6,6,3,0,4,0,0,1,3,3,1,1,1,-0.77528,469.1124906,485.9875388,484.1440294,572.307833,1
23300,1,8,8,3,1,3,0,1,1,4,4,1,2,1,-1.03356,503.9092786,474.9512872,467.4276302,463.8414102,1
7277,2,6,6,3,1,3,1,0,1,3,4,1,1,1,-0.37264,408.331986,513.0749902,464.6175718,395.6207828,1
17999,2,8,8,2,1,3,0,1,1,4,4,1,1,1,-0.16059,503.9107524,460.3117154,436.4991078,433.2281064,1
10668,2,3,3,3,1,3,0,1,1,4,4,1,1,1,0.97559,557.3415536,463.7585336,504.501454,499.2977288,1
5466,2,5,6,3,1,3,1,0,1,3,3,2,1,1,0.03136,495.629164,,569.8353696,,1
18505,1,8,8,3,1,3,0,0,1,4,4,1,1,1,0.96403,561.7411374,464.8755728,523.0599964,627.9382036,1
14504,1,2,1,1,1,3,1,0,1,3,4,2,1,1,1.06865,599.4572952,571.350228,512.3008352,421.015982,1
21830,1,2,1,2,1,4,0,0,1,3,4,2,2,1,0.82106,625.2552734,562.5763632,565.9469612,546.0890976,1
26606,2,5,2,1,1,1,0,1,1,4,4,2,1,2,0.44016,573.100468,783.4623666,657.8054208,607.9794614,1
28394,1,4,6,2,1,1,0,1,2,3,3,2,2,2,-0.7822,611.2611796,713.2357152,599.8843426,516.289098,1
29067,2,1,2,1,0,3,1,0,3,3,3,3,2,2,0.51861,367.9548138,429.059952,480.3966498,457.7570924,1
15175,2,9,9,3,0,4,0,1,1,3,3,3,1,1,-1.14395,459.8107502,361.2441792,545.08471,422.927935,1
1794,2,4,9,2,0,2,0,1,1,3,3,1,1,1,0.03136,485.7957216,577.7037576,546.257334,589.9228788,1
1322,1,5,5,2,1,3,0,0,1,3,4,2,2,1,0.62502,613.7439788,518.3763216,502.4481222,507.6920524,1
21258,1,8,8,1,1,2,0,1,1,3,3,1,1,1,1.59999,567.8016406,610.2010966,505.458366,552.5843028,1
28573,1,4,4,2,1,3,1,0,1,4,4,1,1,1,0.03136,751.286096,550.9321294,542.3142194,568.1457968,1
15833,2,4,2,2,1,3,1,0,1,4,4,1,1,1,1.47958,526.320347,604.8952606,606.955971,529.3231714,1
4498,1,6,6,3,1,2,0,1,1,4,4,1,1,1,-1.51819,468.2952556,457.8033336,530.6575738,555.961998,1
28256,2,6,4,3,0,2,0,0,1,3,3,2,1,1,-0.12369,550.5212482,375.069859,552.2072008,550.0654114,1
21778,1,6,7,3,1,3,1,0,1,4,4,1,1,1,-1.51819,520.3936952,406.9649948,518.5090522,569.3949342,1
14502,1,2,2,2,1,2,1,0,1,4,4,3,1,1,0.51861,527.8645658,488.9196624,505.1659954,483.3437956,1
27464,2,9,9,2,1,3,1,0,1,3,4,1,1,1,0.58096,489.7683572,695.536173,540.225391,664.6399192,1
10839,2,2,1,3,1,5,1,0,3,2,2,3,3,2,1.81735,545.5568148,430.698237,534.9696396,584.902183,0
4147,2,5,8,1,1,3,0,1,1,4,4,2,1,1,0.38193,620.546715,602.99822,635.822873,621.4641692,1
27734,2,5,1,2,1,2,1,0,1,4,4,4,1,4,0.82106,533.5958852,425.5750942,536.5690664,510.1988238,1
8206,2,9,9,1,1,1,0,1,2,4,4,3,1,1,-0.26972,572.7207846,557.5047914,543.0135292,501.6061986,1
6288,2,6,4,3,0,3,0,0,2,3,3,2,2,2,-1.04338,480.6994014,411.93433,455.4899476,516.3255394,1
12151,2,8,8,1,1,4,1,0,2,3,3,2,2,2,0.74515,517.6474276,460.6437806,442.6312476,439.7172248,1
691,1,6,3,3,1,5,0,0,1,4,4,1,1,2,-0.52883,,403.6825772,378.7542796,367.5373434,1
4197,1,5,1,1,1,4,1,0,1,2,3,4,2,1,0.14895,415.9866396,384.4696786,355.3440296,355.184117,1
7802,2,6,4,3,1,4,0,0,1,4,4,1,1,1,-1.11419,421.6804434,520.6111728,435.2651734,457.7411746,1
21026,2,4,8,3,0,4,0,0,1,3,1,1,1,1,-1.38367,492.3323686,518.4895696,455.738605,463.4167836,0
21632,2,4,4,3,1,2,1,0,1,3,4,1,1,1,0.38193,485.8175492,538.5646142,476.0577774,364.1711358,1
17320,1,8,8,2,1,3,1,0,1,2,3,1,1,1,-1.26463,549.0979886,356.365737,540.6401138,518.3903258,1
25077,2,4,9,1,1,3,1,0,1,3,3,2,1,1,0.03136,579.9552838,452.9204066,487.9943734,494.4976,1
4274,2,4,8,2,0,3,0,0,1,4,4,1,1,2,-1.52512,607.0817024,460.7535476,576.246303,544.6406536,1
26215,1,3,1,1,1,2,0,0,1,3,3,2,2,1,1.47958,542.8290226,473.1513858,566.7429588,576.308062,1
16702,1,6,6,3,0,5,0,1,1,4,4,1,1,1,-1.18621,536.6573876,470.1222136,485.907939,409.9372404,1
887,1,9,5,3,1,3,1,0,2,3,3,2,2,1,0.28724,582.5546444,470.2611894,488.0174608,537.7037446,1
16391,2,8,8,1,0,1,0,1,1,3,1,1,1,1,-0.96563,505.4530186,443.4831558,336.7570066,403.8322392,1
6151,1,2,6,1,1,2,1,0,1,3,4,1,2,1,1.81735,491.3108078,,435.9616286,,1
9780,1,8,8,3,1,3,1,0,1,4,3,2,2,1,-0.91911,535.565152,569.2378044,554.9003998,610.275926,1
2428,1,6,1,2,0,3,0,1,1,4,3,3,1,1,-0.64053,586.4897066,387.8690988,593.4200158,498.2278808,1
23424,1,6,6,3,1,3,0,1,1,3,4,1,2,2,-0.77528,513.1906072,534.2010074,448.6178682,613.4465794,1
1231,2,6,1,4,1,2,0,0,1,3,3,2,2,2,0.46655,265.3121356,504.0662788,439.0251662,285.2520336,1
27074,1,8,8,2,1,3,1,0,1,4,4,1,1,1,0.22365,604.9622554,493.7805628,633.076802,592.2664174,1
4369,2,8,8,1,1,3,0,0,1,3,4,1,1,1,0.58705,531.837146,615.8861086,631.0735326,512.7479288,1
22733,2,8,8,2,1,2,0,1,1,4,4,1,1,1,-1.99925,418.176753,,462.1470412,,1
22161,1,8,4,1,0,5,0,1,2,4,3,4,2,3,0.63781,572.2750972,429.263595,456.1966486,562.8742388,1
21579,1,8,8,6,1,4,0,1,3,2,3,3,2,2,-1.9344,455.648234,470.8711864,475.8820226,472.8784848,0
18330,1,8,8,3,1,2,0,1,1,3,3,2,1,1,0.34318,487.6254208,463.6268338,503.3568504,469.3050766,1
996,2,6,5,5,1,2,1,0,1,4,4,1,1,1,-0.7822,496.425432,522.8082526,437.8058236,527.0030564,1
28060,1,6,6,3,1,3,0,0,1,3,4,1,1,1,-0.52769,614.0214478,527.3970254,502.8677418,571.90872,1
9606,2,8,8,2,1,3,0,0,1,3,3,3,1,1,0.11332,576.8380248,682.4052054,611.5587574,681.8487034,1
307,1,3,1,3,0,3,1,0,1,4,4,1,1,1,1.46284,618.9416082,714.2590862,674.0593372,675.397323,1
24194,1,7,7,3,0,3,0,1,3,2,3,2,3,2,-2.88169,263.39502,,275.3870644,361.0392836,0
2763,2,4,6,3,1,2,0,0,1,3,3,1,1,1,-0.37127,374.6883286,448.5095932,373.8925354,373.8332304,1
8584,2,8,8,1,0,1,0,1,1,4,4,1,1,4,0.21164,470.0170694,492.4229338,522.33591,280.007744,1
